Ngày hạch toán,Mã KH,Mã Sản Phẩm,Doanh thu,Giá vốn hàng hóa
12/8/2024,KH-0646,P-645,45000000,30000000
12/8/2024,KH-0402,P-405,111405000,74270000
12/8/2024,KH-0199,P-715,147825000,98550000
12/8/2024,KH-0183,P-105,108480000,72320000
12/8/2024,KH-0420,P-073,88155000,58770000
12/8/2024,KH-0732,P-706,59520000,39680000
12/8/2024,KH-0387,P-433,91035000,60690000
12/8/2024,KH-0328,P-637,840000,560000
12/8/2024,KH-0601,P-001,269250000,179500000
12/8/2024,KH-0090,P-409,41460000,27640000
12/9/2024,KH-0356,P-076,690000,460000
12/9/2024,KH-0097,P-589,2700000,1800000
12/9/2024,KH-0661,P-741,47160000,31440000
12/9/2024,KH-0547,P-356,2565000,1710000
12/9/2024,KH-0544,P-181,65100000,43400000
12/9/2024,KH-0353,P-326,1500000,1000000
12/9/2024,KH-0712,P-717,1980000,1320000
12/9/2024,KH-0137,P-784,960000,640000
12/9/2024,KH-0172,P-433,242760000,161840000
12/9/2024,KH-0567,P-316,192600000,128400000
12/9/2024,KH-0704,P-192,97965000,65310000
12/9/2024,KH-0498,P-535,61680000,41120000
12/9/2024,KH-0259,P-035,836325000,557550000
12/9/2024,KH-0657,P-067,3450000,2300000
12/9/2024,KH-0609,P-071,4770000,3180000
12/9/2024,KH-0121,P-799,735000,490000
12/9/2024,KH-0039,P-799,315000,210000
12/9/2024,KH-0719,P-265,199890000,133260000
12/9/2024,KH-0778,P-309,150045000,100030000
12/9/2024,KH-0063,P-063,92160000,61440000
12/9/2024,KH-0365,P-019,21105000,14070000
12/9/2024,KH-0222,P-451,65880000,43920000
12/9/2024,KH-0551,P-789,5220000,3480000
12/9/2024,KH-0733,P-490,368550000,245700000
12/9/2024,KH-0514,P-064,36150000,24100000
12/9/2024,KH-0094,P-291,1230000,820000
12/10/2024,KH-0646,P-261,13365000,8910000
12/10/2024,KH-0476,P-232,11550000,7700000
12/10/2024,KH-0395,P-556,7410000,4940000
12/10/2024,KH-0356,P-720,8430000,5620000
12/10/2024,KH-0284,P-284,215775000,143850000
12/10/2024,KH-0472,P-441,4080000,2720000
12/10/2024,KH-0143,P-422,15240000,10160000
12/10/2024,KH-0225,P-402,8250000,5500000
12/10/2024,KH-0639,P-405,15915000,10610000
12/10/2024,KH-0585,P-760,1305000,870000
12/10/2024,KH-0162,P-552,341550000,227700000
12/10/2024,KH-0729,P-777,20400000,13600000
12/10/2024,KH-0228,P-731,41550000,27700000
12/10/2024,KH-0530,P-565,4575000,3050000
12/10/2024,KH-0067,P-111,72060000,48040000
12/10/2024,KH-0554,P-143,61650000,41100000
12/10/2024,KH-0076,P-240,50220000,33480000
12/10/2024,KH-0174,P-309,42870000,28580000
12/10/2024,KH-0235,P-535,53970000,35980000
12/10/2024,KH-0241,P-347,394200000,262800000
12/10/2024,KH-0236,P-415,91800000,61200000
12/10/2024,KH-0279,P-456,65280000,43520000
12/10/2024,KH-0192,P-213,79980000,53320000
12/10/2024,KH-0260,P-264,15795000,10530000
12/11/2024,KH-0171,P-223,117390000,78260000
12/11/2024,KH-0412,P-675,1560000,1040000
12/11/2024,KH-0485,P-554,30600000,20400000
12/11/2024,KH-0024,P-062,6405000,4270000
12/11/2024,KH-0011,P-435,58320000,38880000
12/11/2024,KH-0167,P-782,68715000,45810000
12/11/2024,KH-0428,P-588,1350000,900000
12/11/2024,KH-0307,P-592,1080000,720000
12/11/2024,KH-0736,P-101,2160000,1440000
12/11/2024,KH-0783,P-213,19995000,13330000
12/11/2024,KH-0049,P-378,2565000,1710000
12/11/2024,KH-0368,P-429,89595000,59730000
12/11/2024,KH-0641,P-558,21000000,14000000
12/11/2024,KH-0419,P-341,49980000,33320000
12/11/2024,KH-0157,P-132,7590000,5060000
12/11/2024,KH-0425,P-336,43425000,28950000
12/11/2024,KH-0626,P-224,1335000,890000
12/12/2024,KH-0545,P-209,6345000,4230000
12/12/2024,KH-0654,P-208,24570000,16380000
12/12/2024,KH-0757,P-591,7200000,4800000
12/12/2024,KH-0283,P-534,32325000,21550000
12/12/2024,KH-0258,P-015,36450000,24300000
12/12/2024,KH-0642,P-432,19350000,12900000
12/12/2024,KH-0121,P-377,16365000,10910000
12/12/2024,KH-0642,P-230,11160000,7440000
12/12/2024,KH-0340,P-687,26520000,17680000
12/12/2024,KH-0259,P-042,12825000,8550000
12/12/2024,KH-0522,P-723,2355000,1570000
12/12/2024,KH-0541,P-785,1440000,960000
12/12/2024,KH-0138,P-175,50400000,33600000
12/12/2024,KH-0647,P-469,5715000,3810000
12/12/2024,KH-0339,P-026,4500000,3000000
12/12/2024,KH-0473,P-521,198450000,132300000
12/12/2024,KH-0317,P-459,633375000,422250000
12/12/2024,KH-0115,P-632,43740000,29160000
12/12/2024,KH-0249,P-103,62580000,41720000
12/12/2024,KH-0031,P-774,1590000,1060000
12/12/2024,KH-0298,P-300,2730000,1820000
12/12/2024,KH-0396,P-100,48105000,32070000
12/12/2024,KH-0094,P-580,72630000,48420000
12/12/2024,KH-0177,P-112,1359480000,906320000
12/12/2024,KH-0669,P-636,5340000,3560000
12/12/2024,KH-0745,P-629,1275000,850000
12/12/2024,KH-0259,P-472,142740000,95160000
12/12/2024,KH-0075,P-611,63840000,42560000
12/12/2024,KH-0315,P-259,585000,390000
12/12/2024,KH-0698,P-288,45600000,30400000
12/12/2024,KH-0724,P-565,7320000,4880000
12/12/2024,KH-0057,P-109,110160000,73440000
12/12/2024,KH-0649,P-798,23400000,15600000
12/13/2024,KH-0229,P-407,80025000,53350000
12/13/2024,KH-0417,P-316,192600000,128400000
12/13/2024,KH-0038,P-436,41580000,27720000
12/13/2024,KH-0445,P-688,2700000,1800000
12/13/2024,KH-0104,P-319,15240000,10160000
12/13/2024,KH-0431,P-610,421800000,281200000
12/13/2024,KH-0647,P-657,4830000,3220000
12/13/2024,KH-0613,P-504,9960000,6640000
12/13/2024,KH-0262,P-667,1785000,1190000
12/13/2024,KH-0748,P-338,174360000,116240000
12/13/2024,KH-0482,P-128,27195000,18130000
12/13/2024,KH-0144,P-630,15240000,10160000
12/13/2024,KH-0008,P-497,49860000,33240000
12/13/2024,KH-0061,P-005,49950000,33300000
12/13/2024,KH-0763,P-143,143850000,95900000
12/13/2024,KH-0504,P-554,55080000,36720000
12/13/2024,KH-0527,P-452,77625000,51750000
12/13/2024,KH-0265,P-455,23850000,15900000
12/13/2024,KH-0059,P-481,44775000,29850000
12/13/2024,KH-0208,P-316,96300000,64200000
12/13/2024,KH-0267,P-231,540000,360000
12/13/2024,KH-0238,P-378,5985000,3990000
12/13/2024,KH-0052,P-700,36000000,24000000
12/13/2024,KH-0090,P-097,31320000,20880000
12/13/2024,KH-0624,P-586,3240000,2160000
12/13/2024,KH-0269,P-296,480000,320000
12/13/2024,KH-0680,P-668,17400000,11600000
12/14/2024,KH-0503,P-407,112035000,74690000
12/14/2024,KH-0306,P-718,8190000,5460000
12/14/2024,KH-0106,P-468,168480000,112320000
12/14/2024,KH-0057,P-146,45720000,30480000
12/14/2024,KH-0726,P-521,170100000,113400000
12/14/2024,KH-0208,P-475,750000,500000
12/14/2024,KH-0706,P-138,190740000,127160000
12/14/2024,KH-0454,P-093,55680000,37120000
12/14/2024,KH-0017,P-216,8925000,5950000
12/14/2024,KH-0758,P-774,3180000,2120000
12/14/2024,KH-0321,P-403,735000,490000
12/14/2024,KH-0098,P-765,2415000,1610000
12/14/2024,KH-0374,P-391,498750000,332500000
12/14/2024,KH-0057,P-191,14220000,9480000
12/14/2024,KH-0296,P-461,3675000,2450000
12/14/2024,KH-0215,P-255,81270000,54180000
12/14/2024,KH-0726,P-719,1170000,780000
12/14/2024,KH-0587,P-725,35400000,23600000
12/14/2024,KH-0248,P-391,249375000,166250000
12/14/2024,KH-0606,P-761,15600000,10400000
12/14/2024,KH-0642,P-164,27225000,18150000
12/14/2024,KH-0054,P-336,26055000,17370000
12/15/2024,KH-0313,P-186,31080000,20720000
12/15/2024,KH-0254,P-760,13050000,8700000
12/15/2024,KH-0608,P-574,810000,540000
12/15/2024,KH-0204,P-063,46080000,30720000
12/15/2024,KH-0192,P-506,2700000,1800000
12/15/2024,KH-0348,P-091,17400000,11600000
12/15/2024,KH-0314,P-374,40500000,27000000
12/15/2024,KH-0178,P-781,12840000,8560000
12/15/2024,KH-0165,P-094,38760000,25840000
12/15/2024,KH-0084,P-023,27045000,18030000
12/15/2024,KH-0438,P-355,610740000,407160000
12/15/2024,KH-0139,P-737,480000,320000
12/15/2024,KH-0660,P-655,1560000,1040000
12/15/2024,KH-0204,P-487,11610000,7740000
12/15/2024,KH-0511,P-401,285000,190000
12/15/2024,KH-0496,P-038,49410000,32940000
12/15/2024,KH-0410,P-682,5340000,3560000
12/15/2024,KH-0661,P-652,600000,400000
12/15/2024,KH-0302,P-482,26505000,17670000
12/15/2024,KH-0656,P-491,1368960000,912640000
12/15/2024,KH-0361,P-617,12330000,8220000
12/15/2024,KH-0620,P-711,8160000,5440000
12/15/2024,KH-0276,P-196,168105000,112070000
12/15/2024,KH-0673,P-446,68250000,45500000
12/15/2024,KH-0069,P-563,6435000,4290000
12/15/2024,KH-0654,P-571,121500000,81000000
12/15/2024,KH-0399,P-155,797700000,531800000
12/15/2024,KH-0693,P-467,125775000,83850000
12/15/2024,KH-0558,P-790,990000,660000
12/16/2024,KH-0384,P-203,193050000,128700000
12/16/2024,KH-0612,P-229,6750000,4500000
12/16/2024,KH-0500,P-294,300000,200000
12/16/2024,KH-0102,P-160,2593350000,1728900000
12/16/2024,KH-0213,P-021,35400000,23600000
12/16/2024,KH-0534,P-011,111195000,74130000
12/16/2024,KH-0740,P-602,18270000,12180000
12/16/2024,KH-0006,P-528,61650000,41100000
12/16/2024,KH-0721,P-329,100350000,66900000
12/16/2024,KH-0118,P-783,57225000,38150000
12/16/2024,KH-0365,P-374,48600000,32400000
12/16/2024,KH-0687,P-026,2250000,1500000
12/16/2024,KH-0473,P-671,1755000,1170000
12/16/2024,KH-0043,P-120,41685000,27790000
12/16/2024,KH-0251,P-417,563085000,375390000
12/16/2024,KH-0349,P-007,16200000,10800000
12/16/2024,KH-0681,P-273,50220000,33480000
12/16/2024,KH-0531,P-368,7200000,4800000
12/17/2024,KH-0300,P-761,1950000,1300000
12/17/2024,KH-0182,P-360,469950000,313300000
12/17/2024,KH-0032,P-737,1920000,1280000
12/17/2024,KH-0346,P-126,132300000,88200000
12/17/2024,KH-0549,P-388,6150000,4100000
12/17/2024,KH-0590,P-315,61425000,40950000
12/17/2024,KH-0518,P-019,12060000,8040000
12/17/2024,KH-0042,P-679,12825000,8550000
12/17/2024,KH-0458,P-597,6390000,4260000
12/17/2024,KH-0660,P-520,29925000,19950000
12/17/2024,KH-0670,P-798,32760000,21840000
12/17/2024,KH-0075,P-242,250320000,166880000
12/17/2024,KH-0445,P-278,10140000,6760000
12/17/2024,KH-0181,P-152,1250475000,833650000
12/17/2024,KH-0071,P-396,1215000,810000
12/17/2024,KH-0378,P-237,1950000,1300000
12/17/2024,KH-0362,P-632,29160000,19440000
12/17/2024,KH-0492,P-287,92295000,61530000
12/17/2024,KH-0136,P-623,124350000,82900000
12/17/2024,KH-0053,P-415,76500000,51000000
12/17/2024,KH-0565,P-706,7440000,4960000
12/17/2024,KH-0036,P-545,23310000,15540000
12/17/2024,KH-0537,P-560,5880000,3920000
12/17/2024,KH-0115,P-047,63525000,42350000
12/17/2024,KH-0573,P-055,6030000,4020000
12/17/2024,KH-0358,P-023,72120000,48080000
12/18/2024,KH-0318,P-106,270300000,180200000
12/18/2024,KH-0502,P-735,99000000,66000000
12/18/2024,KH-0286,P-719,5850000,3900000
12/18/2024,KH-0301,P-003,19845000,13230000
12/18/2024,KH-0784,P-136,5610000,3740000
12/18/2024,KH-0639,P-296,1920000,1280000
12/18/2024,KH-0024,P-295,1800000,1200000
12/18/2024,KH-0497,P-270,60795000,40530000
12/18/2024,KH-0756,P-056,126840000,84560000
12/18/2024,KH-0281,P-572,145890000,97260000
12/18/2024,KH-0723,P-626,5805000,3870000
12/18/2024,KH-0448,P-050,10665000,7110000
12/18/2024,KH-0124,P-596,1200000,800000
12/18/2024,KH-0140,P-049,82530000,55020000
12/18/2024,KH-0531,P-290,14250000,9500000
12/18/2024,KH-0217,P-073,58770000,39180000
12/18/2024,KH-0292,P-234,757530000,505020000
12/18/2024,KH-0251,P-451,87840000,58560000
12/18/2024,KH-0754,P-744,10710000,7140000
12/18/2024,KH-0071,P-099,29100000,19400000
12/18/2024,KH-0685,P-698,696150000,464100000
12/18/2024,KH-0449,P-283,1187700000,791800000
12/18/2024,KH-0413,P-735,99000000,66000000
12/18/2024,KH-0009,P-621,3450000,2300000
12/18/2024,KH-0601,P-468,112320000,74880000
12/18/2024,KH-0041,P-274,124320000,82880000
12/18/2024,KH-0168,P-277,43785000,29190000
12/18/2024,KH-0595,P-331,535605000,357070000
12/19/2024,KH-0649,P-516,52725000,35150000
12/19/2024,KH-0626,P-202,36750000,24500000
12/19/2024,KH-0482,P-270,17370000,11580000
12/19/2024,KH-0250,P-266,9450000,6300000
12/19/2024,KH-0016,P-587,9000000,6000000
12/19/2024,KH-0037,P-422,9525000,6350000
12/19/2024,KH-0284,P-330,26250000,17500000
12/19/2024,KH-0136,P-189,1020000,680000
12/19/2024,KH-0397,P-266,3150000,2100000
12/19/2024,KH-0208,P-409,10365000,6910000
12/19/2024,KH-0256,P-404,360000,240000
12/19/2024,KH-0391,P-098,3765000,2510000
12/19/2024,KH-0758,P-613,2775000,1850000
12/19/2024,KH-0040,P-108,59160000,39440000
12/19/2024,KH-0448,P-332,11040000,7360000
12/19/2024,KH-0076,P-187,43050000,28700000
12/19/2024,KH-0473,P-260,1500000,1000000
12/19/2024,KH-0336,P-503,115650000,77100000
12/19/2024,KH-0038,P-051,1485000,990000
12/19/2024,KH-0153,P-589,4050000,2700000
12/19/2024,KH-0752,P-636,9345000,6230000
12/19/2024,KH-0767,P-737,480000,320000
12/19/2024,KH-0099,P-484,6405000,4270000
12/19/2024,KH-0413,P-615,16380000,10920000
12/19/2024,KH-0393,P-187,12915000,8610000
12/20/2024,KH-0163,P-328,720000,480000
12/20/2024,KH-0539,P-208,28665000,19110000
12/20/2024,KH-0387,P-259,1365000,910000
12/20/2024,KH-0244,P-545,69930000,46620000
12/20/2024,KH-0416,P-587,1800000,1200000
12/20/2024,KH-0194,P-036,3570000,2380000
12/20/2024,KH-0165,P-091,4350000,2900000
12/20/2024,KH-0517,P-340,2040000,1360000
12/20/2024,KH-0256,P-350,38010000,25340000
12/20/2024,KH-0640,P-264,26325000,17550000
12/20/2024,KH-0597,P-058,82050000,54700000
12/20/2024,KH-0156,P-088,14580000,9720000
12/20/2024,KH-0240,P-196,192120000,128080000
12/20/2024,KH-0621,P-338,21795000,14530000
12/20/2024,KH-0173,P-197,388500000,259000000
12/20/2024,KH-0074,P-640,166875000,111250000
12/20/2024,KH-0305,P-211,11610000,7740000
12/20/2024,KH-0113,P-780,363420000,242280000
12/20/2024,KH-0617,P-795,39375000,26250000
12/20/2024,KH-0114,P-128,34965000,23310000
12/20/2024,KH-0034,P-507,3555000,2370000
12/20/2024,KH-0116,P-589,12150000,8100000
12/21/2024,KH-0748,P-478,11715000,7810000
12/21/2024,KH-0463,P-636,10680000,7120000
12/21/2024,KH-0551,P-555,4950000,3300000
12/21/2024,KH-0281,P-429,29865000,19910000
12/21/2024,KH-0691,P-680,19680000,13120000
12/21/2024,KH-0335,P-168,72000000,48000000
12/21/2024,KH-0662,P-563,6435000,4290000
12/21/2024,KH-0098,P-420,76860000,51240000
12/21/2024,KH-0472,P-776,8055000,5370000
12/21/2024,KH-0336,P-209,38070000,25380000
12/21/2024,KH-0229,P-094,19380000,12920000
12/21/2024,KH-0411,P-514,294180000,196120000
12/21/2024,KH-0786,P-288,31920000,21280000
12/21/2024,KH-0138,P-533,30660000,20440000
12/21/2024,KH-0248,P-578,83475000,55650000
12/21/2024,KH-0633,P-006,6870000,4580000
12/21/2024,KH-0596,P-779,2100000,1400000
12/21/2024,KH-0207,P-334,28035000,18690000
12/21/2024,KH-0181,P-094,38760000,25840000
12/21/2024,KH-0713,P-613,16650000,11100000
12/21/2024,KH-0211,P-360,2114775000,1409850000
12/21/2024,KH-0781,P-561,33840000,22560000
12/21/2024,KH-0003,P-564,135000,90000
12/21/2024,KH-0142,P-424,68145000,45430000
12/21/2024,KH-0552,P-500,8820000,5880000
12/22/2024,KH-0725,P-742,3225000,2150000
12/22/2024,KH-0217,P-460,32250000,21500000
12/22/2024,KH-0034,P-164,43560000,29040000
12/22/2024,KH-0188,P-042,25650000,17100000
12/22/2024,KH-0401,P-013,27945000,18630000
12/22/2024,KH-0749,P-428,117990000,78660000
12/22/2024,KH-0540,P-778,7200000,4800000
12/22/2024,KH-0031,P-705,93000000,62000000
12/22/2024,KH-0767,P-712,4380000,2920000
12/22/2024,KH-0404,P-331,306060000,204040000
12/22/2024,KH-0764,P-596,2400000,1600000
12/22/2024,KH-0445,P-550,78750000,52500000
12/22/2024,KH-0140,P-460,19350000,12900000
12/22/2024,KH-0652,P-760,2610000,1740000
12/22/2024,KH-0073,P-529,10500000,7000000
12/22/2024,KH-0592,P-183,1200000,800000
12/22/2024,KH-0507,P-306,258390000,172260000
12/22/2024,KH-0516,P-794,8190000,5460000
12/22/2024,KH-0110,P-638,50625000,33750000
12/22/2024,KH-0231,P-586,1215000,810000
12/22/2024,KH-0085,P-732,31620000,21080000
12/22/2024,KH-0065,P-280,5205000,3470000
12/22/2024,KH-0154,P-200,7665000,5110000
12/22/2024,KH-0392,P-129,21030000,14020000
12/23/2024,KH-0719,P-648,9900000,6600000
12/23/2024,KH-0598,P-027,15150000,10100000
12/23/2024,KH-0494,P-012,54900000,36600000
12/23/2024,KH-0415,P-617,41100000,27400000
12/23/2024,KH-0519,P-200,53655000,35770000
12/23/2024,KH-0090,P-501,109350000,72900000
12/23/2024,KH-0678,P-141,34080000,22720000
12/23/2024,KH-0124,P-392,235200000,156800000
12/23/2024,KH-0369,P-572,170205000,113470000
12/23/2024,KH-0577,P-720,16860000,11240000
12/23/2024,KH-0524,P-498,4410000,2940000
12/23/2024,KH-0309,P-266,6300000,4200000
12/23/2024,KH-0587,P-725,63720000,42480000
12/23/2024,KH-0285,P-287,39555000,26370000
12/23/2024,KH-0760,P-319,7620000,5080000
12/23/2024,KH-0359,P-260,1500000,1000000
12/23/2024,KH-0295,P-652,480000,320000
12/23/2024,KH-0447,P-518,43680000,29120000
12/23/2024,KH-0631,P-175,201600000,134400000
12/23/2024,KH-0196,P-708,1350000,900000
12/23/2024,KH-0016,P-433,273105000,182070000
12/23/2024,KH-0658,P-283,475080000,316720000
12/23/2024,KH-0175,P-774,3180000,2120000
12/23/2024,KH-0597,P-318,15600000,10400000
12/24/2024,KH-0587,P-762,36600000,24400000
12/24/2024,KH-0013,P-642,3780000,2520000
12/24/2024,KH-0621,P-053,18945000,12630000
12/24/2024,KH-0390,P-413,214725000,143150000
12/24/2024,KH-0562,P-236,9000000,6000000
12/24/2024,KH-0321,P-005,11100000,7400000
12/24/2024,KH-0699,P-037,12600000,8400000
12/24/2024,KH-0680,P-565,5490000,3660000
12/24/2024,KH-0295,P-303,539280000,359520000
12/24/2024,KH-0228,P-680,34440000,22960000
12/24/2024,KH-0515,P-375,76140000,50760000
12/24/2024,KH-0772,P-430,7935000,5290000
12/24/2024,KH-0069,P-030,36750000,24500000
12/24/2024,KH-0269,P-065,73170000,48780000
12/24/2024,KH-0389,P-631,27900000,18600000
12/24/2024,KH-0727,P-244,363120000,242080000
12/24/2024,KH-0354,P-114,4260000,2840000
12/24/2024,KH-0353,P-027,9090000,6060000
12/24/2024,KH-0415,P-171,26100000,17400000
12/24/2024,KH-0431,P-799,315000,210000
12/24/2024,KH-0417,P-236,2250000,1500000
12/24/2024,KH-0298,P-690,48405000,32270000
12/24/2024,KH-0475,P-690,41490000,27660000
12/24/2024,KH-0723,P-269,6600000,4400000
12/24/2024,KH-0053,P-084,174525000,116350000
12/24/2024,KH-0595,P-427,106755000,71170000
12/24/2024,KH-0568,P-305,2040000,1360000
12/24/2024,KH-0695,P-699,144450000,96300000
12/24/2024,KH-0071,P-277,87570000,58380000
12/24/2024,KH-0368,P-608,31005000,20670000
12/24/2024,KH-0418,P-755,1230000,820000
12/24/2024,KH-0360,P-034,103410000,68940000
12/24/2024,KH-0707,P-069,2610000,1740000
12/25/2024,KH-0214,P-127,80520000,53680000
12/25/2024,KH-0005,P-339,9525000,6350000
12/25/2024,KH-0115,P-135,525000,350000
12/25/2024,KH-0489,P-713,2400000,1600000
12/25/2024,KH-0490,P-105,108480000,72320000
12/25/2024,KH-0598,P-580,48420000,32280000
12/25/2024,KH-0767,P-646,1500000,1000000
12/25/2024,KH-0388,P-437,345735000,230490000
12/25/2024,KH-0274,P-097,27840000,18560000
12/25/2024,KH-0170,P-129,31545000,21030000
12/25/2024,KH-0769,P-528,143850000,95900000
12/25/2024,KH-0247,P-090,10755000,7170000
12/25/2024,KH-0005,P-213,59985000,39990000
12/25/2024,KH-0205,P-402,1650000,1100000
12/25/2024,KH-0451,P-107,349920000,233280000
12/25/2024,KH-0194,P-374,16200000,10800000
12/25/2024,KH-0291,P-642,420000,280000
12/25/2024,KH-0512,P-543,13920000,9280000
12/25/2024,KH-0222,P-136,2805000,1870000
12/25/2024,KH-0444,P-215,4920000,3280000
12/25/2024,KH-0067,P-394,750000,500000
12/25/2024,KH-0368,P-772,3840000,2560000
12/25/2024,KH-0431,P-409,62190000,41460000
12/25/2024,KH-0551,P-043,179250000,119500000
12/25/2024,KH-0702,P-096,10620000,7080000
12/25/2024,KH-0559,P-640,133500000,89000000
12/26/2024,KH-0413,P-445,13680000,9120000
12/26/2024,KH-0629,P-571,162000000,108000000
12/26/2024,KH-0712,P-101,3780000,2520000
12/26/2024,KH-0091,P-573,12840000,8560000
12/26/2024,KH-0212,P-636,10680000,7120000
12/26/2024,KH-0487,P-319,26670000,17780000
12/26/2024,KH-0456,P-428,91770000,61180000
12/26/2024,KH-0540,P-522,48120000,32080000
12/26/2024,KH-0198,P-679,5130000,3420000
12/26/2024,KH-0059,P-244,363120000,242080000
12/26/2024,KH-0076,P-349,99120000,66080000
12/26/2024,KH-0520,P-230,19530000,13020000
12/26/2024,KH-0491,P-008,70440000,46960000
12/26/2024,KH-0515,P-196,72045000,48030000
12/26/2024,KH-0133,P-010,177720000,118480000
12/26/2024,KH-0651,P-332,2760000,1840000
12/26/2024,KH-0404,P-511,600000,400000
12/26/2024,KH-0729,P-783,68670000,45780000
12/26/2024,KH-0016,P-784,480000,320000
12/26/2024,KH-0237,P-143,20550000,13700000
12/26/2024,KH-0247,P-549,7080000,4720000
12/26/2024,KH-0611,P-434,102060000,68040000
12/26/2024,KH-0038,P-582,37080000,24720000
12/26/2024,KH-0723,P-228,5805000,3870000
12/26/2024,KH-0657,P-131,71700000,47800000
12/26/2024,KH-0088,P-146,152400000,101600000
12/27/2024,KH-0560,P-256,95025000,63350000
12/27/2024,KH-0703,P-104,1500000,1000000
12/27/2024,KH-0101,P-626,3225000,2150000
12/27/2024,KH-0477,P-014,71955000,47970000
12/27/2024,KH-0259,P-478,11715000,7810000
12/27/2024,KH-0300,P-675,1755000,1170000
12/27/2024,KH-0661,P-196,192120000,128080000
12/27/2024,KH-0248,P-013,3105000,2070000
12/27/2024,KH-0152,P-486,11925000,7950000
12/27/2024,KH-0299,P-764,3750000,2500000
12/27/2024,KH-0747,P-190,1320000,880000
12/27/2024,KH-0456,P-740,171840000,114560000
12/27/2024,KH-0014,P-274,93240000,62160000
12/27/2024,KH-0672,P-451,21960000,14640000
12/27/2024,KH-0622,P-534,25860000,17240000
12/27/2024,KH-0603,P-028,21630000,14420000
